record_id,year,month,quarter,department,district,state,scheme,contractor_id,contractor_risk,district_tier,centre_released,state_allocated,district_allocated,contractor_paid,diff_amount,diff_percent,spending_ratio,is_overspend,completion_pct,label_type,label,risk_level
REC07365,2022,4,2,Health,Surat,Gujarat,MGNREGA,C088,low,1,475.58,461.99,452.93,317.15,135.78,29.98,0.7002,0,48,warning,1,yellow
REC08826,2024,5,2,Agriculture,Mumbai,Maharashtra,Ayushman Bharat,C067,low,1,326.09,316.77,310.56,373.54,62.98,20.28,1.2028,1,41,anomaly_over,2,red
REC07891,2023,1,1,Sanitation,Vadodara,Gujarat,PM Awas Yojana,C066,low,2,40.15,39.0,38.24,41.27,3.03,7.92,1.0792,1,57,warning,1,yellow
REC09293,2024,4,2,Housing,Nagpur,Maharashtra,PM Fasal Bima Yojana,C011,low,2,399.37,387.96,380.35,88.73,291.62,76.67,0.2333,0,7,anomaly_under,2,red
REC03199,2022,11,4,Infrastructure,Vadodara,Gujarat,PM Awas Yojana,C092,medium,2,1029.56,1000.14,980.53,813.85,166.68,17.0,0.83,0,67,normal,0,green
REC00242,2021,9,3,Infrastructure,Rajkot,Gujarat,PM Fasal Bima Yojana,C028,low,2,1961.42,1905.38,1868.02,1378.87,489.15,26.19,0.7381,0,87,normal,0,green
REC06593,2023,8,3,Health,Pune,Maharashtra,MGNREGA,C054,high,1,489.31,475.33,466.01,408.43,57.58,12.36,0.8764,0,78,normal,0,green
REC07999,2023,8,3,Sanitation,Vadodara,Gujarat,Ayushman Bharat,C099,medium,2,119.04,115.64,113.37,78.34,35.03,30.9,0.691,0,57,warning,1,yellow
REC00107,2021,5,2,Infrastructure,Bharuch,Gujarat,Sarva Shiksha Abhiyan,C010,low,3,625.39,607.52,595.61,448.9,146.71,24.63,0.7537,0,77,normal,0,green
REC02636,2023,9,3,Agriculture,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C034,low,1,121.34,117.87,115.56,83.85,31.71,27.44,0.7256,0,66,normal,0,green
REC01547,2022,5,2,Agriculture,Raigad,Maharashtra,Jal Jeevan Mission,C037,medium,3,80.17,77.88,76.35,51.21,25.14,32.93,0.6707,0,91,normal,0,green
REC08554,2022,12,4,Education,Surat,Gujarat,Swachh Bharat Mission,C043,low,1,487.21,473.29,464.01,622.39,158.38,34.13,1.3413,1,23,anomaly_over,2,red
REC05606,2024,6,2,Health,Surat,Gujarat,Ayushman Bharat,C018,low,1,748.01,726.64,712.39,624.14,88.25,12.39,0.8761,0,70,normal,0,green
REC09733,2022,11,4,Housing,Palghar,Maharashtra,Swachh Bharat Mission,C052,low,3,439.95,427.38,419.0,198.63,220.37,52.59,0.4741,0,5,anomaly_under,2,red
REC01720,2021,2,1,Infrastructure,Bharuch,Gujarat,PM Gram Sadak Yojana,C068,medium,3,1400.22,1360.21,1333.54,1164.51,169.03,12.68,0.8732,0,61,normal,0,green
REC08374,2021,1,1,Housing,Dahanu,Maharashtra,Jal Jeevan Mission,C094,low,3,308.52,299.71,293.83,195.75,98.08,33.38,0.6662,0,59,warning,1,yellow
REC04032,2023,8,3,Infrastructure,Bharuch,Gujarat,PM Gram Sadak Yojana,C095,low,3,981.0,952.98,934.29,691.42,242.87,26.0,0.74,0,93,normal,0,green
REC05169,2021,4,2,Sanitation,Nandurbar,Maharashtra,PM Awas Yojana,C064,medium,3,107.73,104.65,102.6,86.43,16.17,15.76,0.8424,0,66,normal,0,green
REC04241,2022,3,1,Agriculture,Mumbai,Maharashtra,PM Fasal Bima Yojana,C077,low,1,194.1,188.56,184.86,154.88,29.98,16.22,0.8378,0,65,normal,0,green
REC05444,2022,7,3,Housing,Nagpur,Maharashtra,Jal Jeevan Mission,C086,low,2,219.31,213.05,208.87,176.39,32.48,15.55,0.8445,0,84,normal,0,green
REC03986,2023,3,1,Health,Raigad,Maharashtra,Ayushman Bharat,C061,low,3,244.09,237.12,232.47,203.2,29.27,12.59,0.8741,0,64,normal,0,green
REC05535,2022,9,3,Sanitation,Nashik,Maharashtra,Ayushman Bharat,C097,medium,2,25.16,24.44,23.96,20.02,3.94,16.44,0.8356,0,91,normal,0,green
REC01396,2023,5,2,Infrastructure,Bharuch,Gujarat,Ayushman Bharat,C076,medium,3,1414.07,1373.66,1346.73,944.41,402.32,29.87,0.7013,0,86,normal,0,green
REC00715,2022,6,2,Sanitation,Anand,Gujarat,PM Awas Yojana,C014,high,3,21.39,20.78,20.37,19.35,1.02,5.01,0.9499,0,81,normal,0,green
REC02508,2021,1,1,Infrastructure,Nagpur,Maharashtra,MGNREGA,C090,low,2,2028.57,1970.61,1931.97,1557.14,374.83,19.4,0.806,0,91,normal,0,green
REC05368,2021,8,3,Housing,Nagpur,Maharashtra,Jal Jeevan Mission,C034,low,2,428.45,416.21,408.05,306.53,101.52,24.88,0.7512,0,65,normal,0,green
REC04152,2023,5,2,Agriculture,Raigad,Maharashtra,PM Gram Sadak Yojana,C083,medium,3,54.51,52.95,51.91,33.24,18.67,35.97,0.6403,0,65,normal,0,green
REC08256,2022,10,4,Agriculture,Rajkot,Gujarat,Jal Jeevan Mission,C071,low,2,85.29,82.85,81.23,85.79,4.56,5.61,1.0561,1,46,warning,1,yellow
REC05217,2024,10,4,Agriculture,Surat,Gujarat,Jal Jeevan Mission,C061,low,1,182.85,177.62,174.14,147.24,26.9,15.45,0.8455,0,87,normal,0,green
REC04814,2023,8,3,Health,Pune,Maharashtra,MGNREGA,C035,medium,1,314.23,305.26,299.27,251.71,47.56,15.89,0.8411,0,76,normal,0,green
REC03540,2023,6,2,Agriculture,Palghar,Maharashtra,PM Gram Sadak Yojana,C008,medium,3,98.16,95.36,93.49,63.61,29.88,31.96,0.6804,0,69,normal,0,green
REC05639,2022,5,2,Infrastructure,Anand,Gujarat,PM Awas Yojana,C035,medium,3,224.89,218.46,214.18,191.72,22.46,10.49,0.8951,0,64,normal,0,green
REC09130,2021,8,3,Education,Pune,Maharashtra,Jal Jeevan Mission,C093,medium,1,289.89,281.61,276.09,340.8,64.71,23.44,1.2344,1,45,anomaly_over,2,red
REC04939,2022,2,1,Health,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C054,high,3,131.23,127.48,124.98,102.65,22.33,17.87,0.8213,0,62,normal,0,green
REC06022,2022,3,1,Health,Palghar,Maharashtra,Jal Jeevan Mission,C019,medium,3,241.2,234.3,229.71,209.16,20.55,8.95,0.9105,0,89,normal,0,green
REC01997,2021,1,1,Education,Raigad,Maharashtra,PM Awas Yojana,C039,low,3,71.49,69.45,68.09,58.38,9.71,14.26,0.8574,0,92,normal,0,green
REC08184,2022,2,1,Health,Surat,Gujarat,Sarva Shiksha Abhiyan,C003,low,1,555.94,540.06,529.47,580.35,50.88,9.61,1.0961,1,49,warning,1,yellow
REC06374,2023,2,1,Agriculture,Ahmedabad,Gujarat,PM Fasal Bima Yojana,C097,medium,1,223.09,216.72,212.47,139.73,72.74,34.24,0.6576,0,85,normal,0,green
REC00439,2024,7,3,Sanitation,Anand,Gujarat,Ayushman Bharat,C033,low,3,28.58,27.76,27.22,26.14,1.08,3.97,0.9603,0,85,normal,0,green
REC08648,2024,5,2,Education,Pune,Maharashtra,Jal Jeevan Mission,C099,medium,1,204.32,198.48,194.59,235.17,40.58,20.85,1.2085,1,21,anomaly_over,2,red
REC00459,2023,1,1,Housing,Surat,Gujarat,Swachh Bharat Mission,C024,low,1,359.27,349.0,342.16,312.4,29.76,8.7,0.913,0,64,normal,0,green
REC04487,2021,2,1,Agriculture,Mumbai,Maharashtra,Sarva Shiksha Abhiyan,C033,low,1,358.71,348.46,341.63,276.85,64.78,18.96,0.8104,0,78,normal,0,green
REC05176,2023,9,3,Housing,Nashik,Maharashtra,PM Fasal Bima Yojana,C043,low,2,238.85,232.03,227.48,213.26,14.22,6.25,0.9375,0,88,normal,0,green
REC01135,2022,9,3,Infrastructure,Dahanu,Maharashtra,MGNREGA,C082,low,3,674.23,654.96,642.12,516.73,125.39,19.53,0.8047,0,77,normal,0,green
REC03523,2022,11,4,Education,Raigad,Maharashtra,Ayushman Bharat,C091,low,3,70.36,68.35,67.01,64.54,2.47,3.69,0.9631,0,91,normal,0,green
REC08794,2022,2,1,Agriculture,Mumbai,Maharashtra,PM Fasal Bima Yojana,C081,low,1,236.17,229.42,224.92,265.19,40.27,17.9,1.179,1,44,anomaly_over,2,red
REC08619,2022,3,1,Infrastructure,Raigad,Maharashtra,Sarva Shiksha Abhiyan,C050,medium,3,1561.35,1516.74,1487.0,1772.32,285.32,19.19,1.1919,1,31,anomaly_over,2,red
REC08584,2023,10,4,Infrastructure,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C031,low,1,1627.93,1581.42,1550.41,2135.72,585.31,37.75,1.3775,1,41,anomaly_over,2,red
REC07555,2022,4,2,Health,Vadodara,Gujarat,PM Gram Sadak Yojana,C006,low,2,327.81,318.44,312.2,352.88,40.68,13.03,1.1303,1,47,warning,1,yellow
REC02491,2021,12,4,Sanitation,Rajkot,Gujarat,Jal Jeevan Mission,C094,low,2,187.02,181.67,178.11,155.2,22.91,12.86,0.8714,0,77,normal,0,green
REC02174,2021,3,1,Health,Nagpur,Maharashtra,Swachh Bharat Mission,C065,medium,2,70.21,68.21,66.87,55.28,11.59,17.33,0.8267,0,84,normal,0,green
REC00478,2023,10,4,Education,Nashik,Maharashtra,PM Gram Sadak Yojana,C074,medium,2,179.58,174.45,171.03,155.59,15.44,9.03,0.9097,0,86,normal,0,green
REC02793,2021,6,2,Health,Anand,Gujarat,PM Awas Yojana,C087,low,3,31.75,30.84,30.24,25.55,4.69,15.51,0.8449,0,90,normal,0,green
REC01107,2024,3,1,Infrastructure,Mumbai,Maharashtra,PM Awas Yojana,C030,low,1,1867.76,1814.4,1778.82,1274.21,504.61,28.37,0.7163,0,71,normal,0,green
REC09316,2024,9,3,Housing,Pune,Maharashtra,Jal Jeevan Mission,C067,low,1,167.54,162.75,159.56,75.69,83.87,52.56,0.4744,0,6,anomaly_under,2,red
REC02238,2021,8,3,Housing,Vadodara,Gujarat,PM Awas Yojana,C100,low,2,98.7,95.88,94.0,82.75,11.25,11.97,0.8803,0,77,normal,0,green
REC09753,2024,11,4,Education,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C099,medium,1,306.47,297.72,291.88,101.39,190.49,65.26,0.3474,0,23,anomaly_under,2,red
REC02732,2023,2,1,Infrastructure,Anand,Gujarat,Ayushman Bharat,C030,low,3,1179.19,1145.5,1123.04,839.68,283.36,25.23,0.7477,0,79,normal,0,green
REC02852,2023,6,2,Infrastructure,Rajkot,Gujarat,Jal Jeevan Mission,C010,low,2,1839.4,1786.85,1751.81,1508.97,242.84,13.86,0.8614,0,78,normal,0,green
REC06222,2021,11,4,Sanitation,Anand,Gujarat,Jal Jeevan Mission,C022,low,3,78.98,76.72,75.22,72.34,2.88,3.83,0.9617,0,69,normal,0,green
REC05294,2024,1,1,Housing,Palghar,Maharashtra,MGNREGA,C053,low,3,62.31,60.53,59.34,46.88,12.46,21.0,0.79,0,78,normal,0,green
REC09540,2023,6,2,Agriculture,Bharuch,Gujarat,PM Gram Sadak Yojana,C015,medium,3,156.25,151.79,148.81,46.23,102.58,68.93,0.3107,0,10,anomaly_under,2,red
REC05668,2022,4,2,Infrastructure,Palghar,Maharashtra,Ayushman Bharat,C086,low,3,253.42,246.18,241.35,178.1,63.25,26.21,0.7379,0,87,normal,0,green
REC08722,2023,6,2,Health,Ahmedabad,Gujarat,PM Gram Sadak Yojana,C062,low,1,422.06,410.0,401.96,577.4,175.44,43.65,1.4365,1,37,anomaly_over,2,red
REC06409,2024,6,2,Health,Nandurbar,Maharashtra,PM Awas Yojana,C037,medium,3,250.45,243.29,238.52,220.74,17.78,7.45,0.9255,0,72,normal,0,green
REC07027,2024,9,3,Education,Anand,Gujarat,Swachh Bharat Mission,C069,medium,3,33.31,32.35,31.72,23.16,8.56,26.99,0.7301,0,58,warning,1,yellow
REC06607,2023,12,4,Education,Bharuch,Gujarat,Swachh Bharat Mission,C099,medium,3,102.25,99.33,97.38,91.02,6.36,6.53,0.9347,0,62,normal,0,green
REC09647,2021,11,4,Education,Palghar,Maharashtra,Sarva Shiksha Abhiyan,C040,low,3,96.86,94.09,92.25,25.34,66.91,72.53,0.2747,0,28,anomaly_under,2,red
REC07414,2023,4,2,Infrastructure,Anand,Gujarat,PM Awas Yojana,C010,low,3,1264.39,1228.26,1204.18,772.63,431.55,35.84,0.6416,0,39,warning,1,yellow
REC09268,2021,8,3,Infrastructure,Raigad,Maharashtra,Swachh Bharat Mission,C016,medium,3,166.7,161.94,158.76,19.27,139.49,87.86,0.1214,0,27,anomaly_under,2,red
REC09849,2021,10,4,Education,Surat,Gujarat,Ayushman Bharat,C077,low,1,230.82,224.23,219.83,30.35,189.48,86.19,0.1381,0,17,anomaly_under,2,red
REC00543,2024,1,1,Agriculture,Nashik,Maharashtra,Sarva Shiksha Abhiyan,C059,low,2,73.62,71.51,70.11,51.45,18.66,26.62,0.7338,0,72,normal,0,green
REC02821,2023,7,3,Housing,Raigad,Maharashtra,PM Gram Sadak Yojana,C079,medium,3,322.57,313.35,307.21,277.2,30.01,9.77,0.9023,0,94,normal,0,green
REC06141,2022,4,2,Sanitation,Dahanu,Maharashtra,PM Awas Yojana,C034,low,3,22.24,21.6,21.18,18.21,2.97,14.02,0.8598,0,62,normal,0,green
REC03620,2021,12,4,Agriculture,Raigad,Maharashtra,Sarva Shiksha Abhiyan,C051,low,3,93.96,91.28,89.49,60.61,28.88,32.27,0.6773,0,94,normal,0,green
REC01805,2021,3,1,Housing,Raigad,Maharashtra,PM Fasal Bima Yojana,C075,low,3,302.43,293.79,288.03,237.61,50.42,17.51,0.8249,0,79,normal,0,green
REC03013,2023,6,2,Agriculture,Mumbai,Maharashtra,MGNREGA,C032,medium,1,328.35,318.96,312.71,207.91,104.8,33.51,0.6649,0,89,normal,0,green
REC08569,2021,9,3,Infrastructure,Raigad,Maharashtra,MGNREGA,C051,low,3,775.18,753.04,738.27,1037.56,299.29,40.54,1.4054,1,37,anomaly_over,2,red
REC02275,2021,7,3,Housing,Anand,Gujarat,Jal Jeevan Mission,C077,low,3,318.14,309.05,302.99,245.29,57.7,19.04,0.8096,0,87,normal,0,green
REC07829,2022,3,1,Health,Surat,Gujarat,PM Awas Yojana,C036,low,1,489.54,475.55,466.23,521.2,54.97,11.79,1.1179,1,68,warning,1,yellow
REC04639,2021,12,4,Health,Ahmedabad,Gujarat,Swachh Bharat Mission,C022,low,1,650.98,632.38,619.98,570.37,49.61,8.0,0.92,0,60,normal,0,green
REC03741,2021,6,2,Sanitation,Ahmedabad,Gujarat,Ayushman Bharat,C080,medium,1,194.81,189.24,185.53,151.68,33.85,18.25,0.8175,0,73,normal,0,green
REC01843,2022,3,1,Agriculture,Nagpur,Maharashtra,Ayushman Bharat,C075,low,2,125.62,122.03,119.64,88.13,31.51,26.34,0.7366,0,91,normal,0,green
REC08522,2023,5,2,Education,Pune,Maharashtra,Jal Jeevan Mission,C003,low,1,307.41,298.63,292.77,455.84,163.07,55.7,1.557,1,35,anomaly_over,2,red
REC09875,2021,12,4,Sanitation,Bharuch,Gujarat,PM Awas Yojana,C023,high,3,79.15,76.89,75.38,29.92,45.46,60.31,0.3969,0,13,anomaly_under,2,red
REC00481,2021,6,2,Sanitation,Rajkot,Gujarat,PM Gram Sadak Yojana,C042,low,2,39.03,37.91,37.17,34.98,2.19,5.89,0.9411,0,64,normal,0,green
REC02555,2023,10,4,Infrastructure,Nashik,Maharashtra,Swachh Bharat Mission,C031,low,2,1621.34,1575.01,1544.13,1140.29,403.84,26.15,0.7385,0,86,normal,0,green
REC08048,2021,11,4,Sanitation,Surat,Gujarat,Swachh Bharat Mission,C079,medium,1,253.92,246.67,241.83,165.11,76.72,31.72,0.6828,0,64,warning,1,yellow
REC07442,2022,1,1,Health,Nashik,Maharashtra,Jal Jeevan Mission,C080,medium,2,247.35,240.28,235.57,262.68,27.11,11.51,1.1151,1,65,warning,1,yellow
REC08322,2023,1,1,Sanitation,Vadodara,Gujarat,Ayushman Bharat,C049,low,2,56.42,54.8,53.73,57.63,3.9,7.26,1.0726,1,67,warning,1,yellow
REC03499,2023,12,4,Sanitation,Surat,Gujarat,PM Awas Yojana,C020,medium,1,55.24,53.66,52.61,44.55,8.06,15.32,0.8468,0,71,normal,0,green
REC05147,2021,5,2,Sanitation,Bharuch,Gujarat,PM Fasal Bima Yojana,C090,low,3,16.17,15.71,15.4,14.43,0.97,6.3,0.937,0,70,normal,0,green
REC00508,2024,6,2,Housing,Vadodara,Gujarat,Sarva Shiksha Abhiyan,C089,medium,2,368.51,357.98,350.96,299.49,51.47,14.67,0.8533,0,67,normal,0,green
REC02296,2023,5,2,Education,Nandurbar,Maharashtra,Sarva Shiksha Abhiyan,C074,medium,3,75.59,73.43,71.99,65.99,6.0,8.33,0.9167,0,89,normal,0,green
REC06846,2024,10,4,Housing,Rajkot,Gujarat,Jal Jeevan Mission,C062,low,2,348.18,338.23,331.6,277.95,53.65,16.18,0.8382,0,88,normal,0,green
REC05798,2024,8,3,Sanitation,Dahanu,Maharashtra,Swachh Bharat Mission,C038,medium,3,52.05,50.56,49.57,41.28,8.29,16.72,0.8328,0,84,normal,0,green
REC02954,2024,7,3,Housing,Vadodara,Gujarat,Jal Jeevan Mission,C083,medium,2,262.51,255.01,250.01,231.16,18.85,7.54,0.9246,0,73,normal,0,green
REC09333,2024,8,3,Infrastructure,Mumbai,Maharashtra,PM Fasal Bima Yojana,C075,low,1,1070.06,1039.48,1019.1,290.28,728.82,71.52,0.2848,0,10,anomaly_under,2,red
REC06080,2021,3,1,Agriculture,Palghar,Maharashtra,PM Gram Sadak Yojana,C032,medium,3,94.56,91.86,90.06,54.38,35.68,39.62,0.6038,0,76,normal,0,green
REC02287,2021,5,2,Infrastructure,Bharuch,Gujarat,PM Fasal Bima Yojana,C065,medium,3,850.29,826.0,809.8,719.76,90.04,11.12,0.8888,0,73,normal,0,green
REC08518,2024,4,2,Housing,Rajkot,Gujarat,Swachh Bharat Mission,C097,medium,2,271.15,263.4,258.24,371.5,113.26,43.86,1.4386,1,28,anomaly_over,2,red
REC00159,2022,11,4,Infrastructure,Dahanu,Maharashtra,PM Gram Sadak Yojana,C092,medium,3,535.93,520.62,510.41,460.6,49.81,9.76,0.9024,0,84,normal,0,green
REC05238,2022,8,3,Infrastructure,Nagpur,Maharashtra,Ayushman Bharat,C039,low,2,742.47,721.25,707.11,601.47,105.64,14.94,0.8506,0,83,normal,0,green
REC08477,2024,5,2,Housing,Palghar,Maharashtra,PM Awas Yojana,C005,low,3,107.98,104.9,102.84,116.84,14.0,13.61,1.1361,1,40,warning,1,yellow
REC02069,2022,2,1,Health,Dahanu,Maharashtra,MGNREGA,C024,low,3,314.06,305.08,299.1,253.13,45.97,15.37,0.8463,0,77,normal,0,green
REC05090,2023,3,1,Health,Surat,Gujarat,PM Fasal Bima Yojana,C064,medium,1,770.11,748.11,733.44,614.51,118.93,16.22,0.8378,0,84,normal,0,green
REC03972,2023,5,2,Education,Raigad,Maharashtra,PM Awas Yojana,C015,medium,3,39.99,38.85,38.09,34.05,4.04,10.61,0.8939,0,68,normal,0,green
REC07388,2023,12,4,Infrastructure,Vadodara,Gujarat,Sarva Shiksha Abhiyan,C049,low,2,1156.09,1123.06,1101.04,1240.03,138.99,12.62,1.1262,1,52,warning,1,yellow
REC08400,2023,2,1,Health,Ahmedabad,Gujarat,Ayushman Bharat,C086,low,1,509.79,495.22,485.51,557.53,72.02,14.83,1.1483,1,66,warning,1,yellow
REC09216,2024,10,4,Sanitation,Bharuch,Gujarat,PM Awas Yojana,C074,medium,3,29.9,29.05,28.48,37.18,8.7,30.55,1.3055,1,48,anomaly_over,2,red
REC00487,2022,11,4,Housing,Anand,Gujarat,Ayushman Bharat,C067,low,3,53.95,52.41,51.38,41.06,10.32,20.09,0.7991,0,78,normal,0,green
REC01791,2022,4,2,Education,Dahanu,Maharashtra,PM Gram Sadak Yojana,C059,low,3,119.68,116.26,113.98,105.99,7.99,7.01,0.9299,0,76,normal,0,green
REC08320,2024,12,4,Health,Nandurbar,Maharashtra,PM Awas Yojana,C027,medium,3,280.85,272.83,267.48,288.67,21.19,7.92,1.0792,1,48,warning,1,yellow
REC07871,2021,11,4,Agriculture,Palghar,Maharashtra,Jal Jeevan Mission,C092,medium,3,85.34,82.91,81.28,44.7,36.58,45.0,0.55,0,52,warning,1,yellow
REC05453,2023,8,3,Infrastructure,Vadodara,Gujarat,PM Gram Sadak Yojana,C071,low,2,2809.3,2729.03,2675.52,2016.54,658.98,24.63,0.7537,0,72,normal,0,green
REC07299,2022,7,3,Education,Palghar,Maharashtra,Sarva Shiksha Abhiyan,C078,low,3,138.9,134.94,132.29,142.15,9.86,7.45,1.0745,1,40,warning,1,yellow
REC02696,2022,1,1,Sanitation,Raigad,Maharashtra,Sarva Shiksha Abhiyan,C093,medium,3,125.16,121.58,119.2,99.15,20.05,16.82,0.8318,0,84,normal,0,green
REC09332,2023,8,3,Housing,Palghar,Maharashtra,Jal Jeevan Mission,C017,low,3,256.88,249.54,244.65,92.95,151.7,62.01,0.3799,0,11,anomaly_under,2,red
REC09899,2024,8,3,Health,Nandurbar,Maharashtra,PM Gram Sadak Yojana,C096,medium,3,282.13,274.07,268.7,45.41,223.29,83.1,0.169,0,9,anomaly_under,2,red
REC08979,2024,4,2,Infrastructure,Surat,Gujarat,Ayushman Bharat,C086,low,1,3513.69,3413.3,3346.37,4108.79,762.42,22.78,1.2278,1,29,anomaly_over,2,red
REC06533,2021,7,3,Agriculture,Dahanu,Maharashtra,PM Awas Yojana,C075,low,3,80.4,78.1,76.57,68.38,8.19,10.7,0.893,0,85,normal,0,green
REC08762,2023,12,4,Education,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C003,low,1,235.22,228.5,224.02,314.14,90.12,40.23,1.4023,1,22,anomaly_over,2,red
REC08717,2021,6,2,Education,Palghar,Maharashtra,PM Fasal Bima Yojana,C023,high,3,186.65,181.32,177.76,218.59,40.83,22.97,1.2297,1,53,anomaly_over,2,red
REC06999,2021,11,4,Education,Pune,Maharashtra,MGNREGA,C084,low,1,520.13,505.27,495.36,421.5,73.86,14.91,0.8509,0,67,normal,0,green
REC06476,2022,2,1,Sanitation,Anand,Gujarat,PM Fasal Bima Yojana,C095,low,3,36.86,35.8,35.1,29.16,5.94,16.92,0.8308,0,69,normal,0,green
REC03993,2022,8,3,Infrastructure,Dahanu,Maharashtra,PM Gram Sadak Yojana,C012,medium,3,795.85,773.11,757.95,607.28,150.67,19.88,0.8012,0,83,normal,0,green
REC05753,2021,3,1,Housing,Raigad,Maharashtra,Sarva Shiksha Abhiyan,C026,medium,3,78.23,75.99,74.5,64.43,10.07,13.52,0.8648,0,65,normal,0,green
REC03481,2021,9,3,Health,Nashik,Maharashtra,PM Awas Yojana,C010,low,2,62.9,61.1,59.9,54.11,5.79,9.67,0.9033,0,88,normal,0,green
REC05257,2022,5,2,Health,Vadodara,Gujarat,Sarva Shiksha Abhiyan,C059,low,2,473.82,460.29,451.26,424.15,27.11,6.01,0.9399,0,63,normal,0,green
REC05922,2023,9,3,Sanitation,Nandurbar,Maharashtra,Sarva Shiksha Abhiyan,C014,high,3,57.47,55.82,54.73,45.74,8.99,16.43,0.8357,0,60,normal,0,green
REC00283,2022,3,1,Agriculture,Bharuch,Gujarat,Jal Jeevan Mission,C087,low,3,115.66,112.35,110.15,91.26,18.89,17.15,0.8285,0,63,normal,0,green
REC06628,2022,10,4,Health,Bharuch,Gujarat,Sarva Shiksha Abhiyan,C081,low,3,246.79,239.74,235.04,205.34,29.7,12.64,0.8736,0,76,normal,0,green
REC01506,2022,12,4,Sanitation,Pune,Maharashtra,Sarva Shiksha Abhiyan,C052,low,1,72.62,70.54,69.16,65.83,3.33,4.81,0.9519,0,94,normal,0,green
REC04096,2023,12,4,Sanitation,Vadodara,Gujarat,PM Gram Sadak Yojana,C047,low,2,56.96,55.34,54.25,45.05,9.2,16.96,0.8304,0,88,normal,0,green
REC05459,2022,9,3,Education,Nashik,Maharashtra,Jal Jeevan Mission,C078,low,2,336.22,326.61,320.21,310.15,10.06,3.14,0.9686,0,80,normal,0,green
REC07413,2024,6,2,Infrastructure,Nagpur,Maharashtra,MGNREGA,C004,low,2,989.81,961.53,942.68,530.49,412.19,43.73,0.5627,0,52,warning,1,yellow
REC09923,2021,9,3,Infrastructure,Dahanu,Maharashtra,Ayushman Bharat,C052,low,3,1586.83,1541.5,1511.27,540.32,970.95,64.25,0.3575,0,16,anomaly_under,2,red
REC03356,2023,2,1,Agriculture,Bharuch,Gujarat,Jal Jeevan Mission,C053,low,3,68.1,66.16,64.86,41.69,23.17,35.72,0.6428,0,89,normal,0,green
REC07913,2024,5,2,Housing,Dahanu,Maharashtra,PM Gram Sadak Yojana,C072,medium,3,124.7,121.14,118.76,80.44,38.32,32.27,0.6773,0,56,warning,1,yellow
REC07270,2024,12,4,Health,Ahmedabad,Gujarat,PM Fasal Bima Yojana,C079,medium,1,355.57,345.41,338.64,254.43,84.21,24.87,0.7513,0,67,warning,1,yellow
REC06702,2022,4,2,Education,Nagpur,Maharashtra,PM Gram Sadak Yojana,C012,medium,2,129.13,125.44,122.98,120.26,2.72,2.21,0.9779,0,61,normal,0,green
REC00224,2022,6,2,Sanitation,Mumbai,Maharashtra,Swachh Bharat Mission,C062,low,1,103.39,100.44,98.47,90.78,7.69,7.81,0.9219,0,93,normal,0,green
REC09443,2021,10,4,Housing,Nagpur,Maharashtra,Ayushman Bharat,C028,low,2,398.77,387.38,379.78,110.8,268.98,70.83,0.2917,0,11,anomaly_under,2,red
REC07834,2022,7,3,Health,Bharuch,Gujarat,PM Awas Yojana,C077,low,3,71.62,69.57,68.21,76.72,8.51,12.48,1.1248,1,61,warning,1,yellow
REC05607,2021,4,2,Agriculture,Pune,Maharashtra,PM Fasal Bima Yojana,C026,medium,1,280.9,272.87,267.52,163.1,104.42,39.03,0.6097,0,65,normal,0,green
REC05640,2021,6,2,Education,Nashik,Maharashtra,Sarva Shiksha Abhiyan,C067,low,2,220.13,213.84,209.65,202.8,6.85,3.27,0.9673,0,86,normal,0,green
REC02656,2023,6,2,Sanitation,Raigad,Maharashtra,PM Fasal Bima Yojana,C086,low,3,22.08,21.45,21.03,17.87,3.16,15.03,0.8497,0,77,normal,0,green
REC07846,2024,9,3,Housing,Palghar,Maharashtra,PM Awas Yojana,C055,low,3,412.52,400.74,392.88,272.15,120.73,30.73,0.6927,0,35,warning,1,yellow
REC06843,2024,11,4,Health,Palghar,Maharashtra,MGNREGA,C047,low,3,207.36,201.44,197.49,176.4,21.09,10.68,0.8932,0,94,normal,0,green
REC01174,2021,10,4,Infrastructure,Surat,Gujarat,PM Gram Sadak Yojana,C038,medium,1,4241.61,4120.42,4039.63,3017.4,1022.23,25.31,0.7469,0,66,normal,0,green
REC05469,2024,12,4,Sanitation,Bharuch,Gujarat,PM Awas Yojana,C073,low,3,36.26,35.22,34.53,33.23,1.3,3.76,0.9624,0,65,normal,0,green
REC07898,2021,5,2,Housing,Mumbai,Maharashtra,Ayushman Bharat,C041,low,1,249.93,242.79,238.03,164.65,73.38,30.83,0.6917,0,44,warning,1,yellow
REC05051,2021,10,4,Agriculture,Vadodara,Gujarat,PM Gram Sadak Yojana,C099,medium,2,296.25,287.78,282.14,245.39,36.75,13.03,0.8697,0,86,normal,0,green
REC04663,2024,4,2,Housing,Dahanu,Maharashtra,Jal Jeevan Mission,C010,low,3,460.14,446.99,438.23,350.26,87.97,20.07,0.7993,0,79,normal,0,green
